10000 10000
8529 9376 5
4546 4484 6
376 7276 3
727 77 2
5630 4421 10
9260 1168 8
9264 8037 3
8968 1121 8
168 8441 5
5828 2628 10
3836 1157 9
550 5703 3
9836 2432 1
180 3159 9
8111 5141 2
1192 4401 10
7241 17 10
4013 5338 3
5790 1858 4
8746 7686 5
5078 1522 2
786 2073 8
978 8261 10
1151 8441 1
1401 6552 2
6072 4096 3
8263 1337 3
8492 5350 1
2546 7492 9
5042 6238 8
166 1316 10
2799 2102 5
7488 9433 6
4609 6936 7
4889 8337 1
310 761 7
6485 9024 4
9029 3869 6
6911 6415 10
6651 1457 9
4078 7975 7
3028 7127 2
6754 967 7
2390 5577 3
2818 6818 2
6151 3481 3
7227 6318 7
5993 5347 6
6460 2258 4
4420 8909 3
4970 9340 1
6836 2368 8
3509 5474 5
9615 7864 4
2657 7035 3
388 3186 4
5232 413 2
2749 2758 1
486 9219 1
4639 3639 2
2954 8609 2
9244 1797 2
2661 5307 7
3397 4922 1
9711 3932 6
2843 672 4
5808 5905 8
5091 5006 6
9721 5492 7
2961 6484 6
7814 9438 5
5656 8682 5
2217 1343 2
4253 4740 4
506 803 8
3793 3646 1
267 5806 8
3506 897 4
9503 6970 6
4720 9931 2
3575 7746 10
7392 9754 2
3006 1971 7
3927 2577 10
6122 3083 3
2250 3228 2
5402 3495 10
4459 7001 8
8522 6505 8
4429 1225 2
6821 1152 10
5002 4896 4
5514 7902 7
72 8181 4
9371 656 9
5826 9258 8
2279 1012 3
4538 5471 7
7695 345 4
4175 4774 1
6938 7947 3
7447 2950 2
4062 4816 6
2648 1240 10
3812 6964 6
4410 2790 6
4589 1421 8
1912 5959 1
8940 7 6
2473 534 2
9935 7472 2
8549 1271 4
2060 5333 2
9826 7981 2
2125 8145 6
1432 8908 8
6349 3497 9
5926 1761 1
7326 7053 10
5423 5878 4
8294 5813 8
1817 4363 9
8290 2775 2
5931 2601 5
4813 1078 3
7010 2510 1
8350 5211 10
1110 1137 4
9830 4815 7
1261 6590 8
3226 1237 1
2663 3054 6
9723 1345 2
5764 7276 3
2491 8441 4
7363 1804 6
7495 154 8
7476 1264 7
5571 7447 5
720 8708 5
1747 8287 2
8587 950 7
2495 674 4
2826 2790 2
2110 1633 6
2473 5348 10
8051 2843 4
2488 6672 10
4414 2243 7
3860 2963 8
3545 4710 5
818 9650 7
1146 2145 3
2819 1323 6
8121 3433 9
8216 2259 8
6467 310 3
8520 9150 5
4541 9916 1
8010 3777 4
187 7322 5
7003 4492 7
1121 5639 4
2266 8458 7
6201 2931 2
8121 7499 1
5390 3966 3
1855 8838 3
4991 3380 10
371 1390 7
8715 7929 1
8121 4932 3
7177 6053 2
4730 8319 3
9958 872 4
8619 5346 4
9540 736 10
3474 8943 1
207 3935 1
3208 4306 3
3634 3021 2
4086 7494 4
2678 4671 9
3262 5753 1
8656 5711 5
629 4331 1
6454 223 10
6246 49 3
4876 256 8
3238 3464 5
2990 3450 8
671 7536 3
9636 6567 6
4654 6181 2
696 4837 3
3963 1818 6
6223 8273 1
1924 871 1
217 2099 9
8796 5337 4
5330 8327 6
7590 8998 3
992 8634 2
5417 9640 3
1948 6689 2
543 652 10
9820 3227 5
5673 5152 6
1575 5369 5
7733 4165 4
3708 5848 1
3134 3438 1
6448 4430 7
2681 6199 10
5095 4500 9
2346 1395 3
7767 7567 10
1462 3240 2
2379 4815 3
5396 8901 9
3749 2609 9
430 2095 7
8812 8543 9
5829 1224 10
8838 6319 2
4888 5017 9
1590 2785 7
1519 4247 9
2953 2978 7
9755 8374 8
7075 8476 7
243 5258 3
3201 4070 8
6941 9899 5
6881 5089 6
4024 6329 4
2563 7919 1
5021 5791 10
719 8744 8
7585 8499 5
3352 1927 1
8081 2170 9
4905 1724 9
272 8665 1
9568 1898 2
1536 2275 2
8521 1190 1
8291 6211 4
8660 6930 8
8359 868 10
6433 572 7
2983 8653 9
4791 9910 5
7022 6535 3
9152 6103 1
2723 7639 8
2624 6160 8
6797 803 9
6760 9463 2
1820 7823 10
1731 4256 2
3569 3592 8
7577 8383 8
6014 5405 3
3116 909 9
8468 3633 10
6096 2609 1
4913 5758 4
6294 8871 10
4605 7043 3
136 8774 1
6239 2343 3
7348 6272 9
2016 2286 6
9570 1754 6
3228 223 1
878 2671 2
1040 3936 1
2005 230 4
2434 1187 9
7038 7675 3
2251 3915 8
1055 7615 2
8243 5983 1
3541 5554 5
3396 5134 8
3236 2364 1
8389 9756 8
9301 1762 10
9084 548 8
2262 3939 5
566 2542 2
7565 3597 8
837 8193 1
2747 1734 7
6411 5130 2
6651 4718 8
9561 3107 5
2760 2409 9
6190 7845 9
7159 6460 8
5803 7026 2
4715 4592 10
1242 1781 3
104 4528 9
4521 7291 9
424 294 9
8691 9856 8
3067 8968 7
9205 5158 5
8596 8669 5
1925 4473 3
7797 5540 7
7266 3134 8
1280 3238 8
7028 7759 10
4258 4535 4
6206 3227 2
7613 6294 1
7782 1852 1
5796 448 1
6622 2373 6
826 170 6
9623 3788 10
6552 5068 10
8010 8448 10
3111 2706 7
2154 5264 4
3758 2878 1
4330 7012 5
6412 2808 5
7164 5782 10
2389 6608 1
9506 2583 1
3405 9136 2
6895 3498 10
4496 6609 9
6632 5115 3
8348 5225 3
2710 9555 5
8924 5968 5
8290 9484 7
29 1874 8
8291 1380 1
342 1138 7
165 8033 7
2084 8881 6
9414 1865 4
2009 213 9
7481 9275 5
6318 4551 5
7962 2841 9
1741 2871 5
2128 7514 6
1450 4208 4
9909 4373 9
1865 2810 2
431 2224 7
464 4233 3
5722 8067 8
6888 4385 2
4022 8699 3
6993 6792 6
1837 5272 3
8062 6723 1
1777 6632 5
9877 8497 5
6858 5280 1
2057 5744 7
3821 7819 4
4860 4707 1
451 5082 2
5236 2075 5
9243 3912 9
765 8327 2
6496 6456 6
2952 6334 4
5866 9544 6
7356 7953 1
9432 1774 2
5927 6635 1
3159 3438 3
9091 8674 8
8167 7918 3
2515 5035 10
9939 7883 6
3994 835 2
2899 6701 9
7085 410 2
3367 6194 9
7468 8474 6
2628 1633 4
9223 724 1
1540 5243 9
474 7759 6
7735 7698 10
1453 8044 7
1504 944 1
3804 4381 1
4058 7748 7
6086 1568 1
7453 548 5
5906 9771 1
9386 7664 5
7136 8138 6
9922 2226 6
6943 3679 10
4799 1535 6
5709 5340 9
3381 9398 9
7248 1836 7
5940 9289 8
6266 1547 1
7317 934 5
9963 4422 6
368 4344 2
1175 7639 3
26 8791 8
9822 852 8
6702 4234 8
1331 7834 6
3879 126 7
6976 6393 5
2549 62 9
9433 25 1
7160 6745 8
7113 7920 9
745 4298 10
2265 4120 5
9124 7175 9
5382 8506 5
6179 8737 1
6266 2066 4
7900 4615 8
6820 400 5
162 7561 10
4201 1026 2
5880 1772 1
2701 389 3
375 9513 8
8635 4895 6
4729 7427 4
7302 3693 10
6267 7945 5
5295 1117 7
699 1279 8
9201 5481 7
1974 7713 1
9046 6766 10
6591 7142 3
4958 2129 1
4536 3211 8
2851 513 3
6880 6780 10
1876 8427 7
7272 9127 6
6582 4680 9
6918 6654 4
5378 5701 1
4227 2292 5
2589 3602 4
8551 4490 5
5588 7341 10
9022 573 1
401 8801 8
2897 6074 7
3025 9008 7
8633 2278 4
4659 7656 5
1099 8235 9
1033 7176 3
9448 5728 4
1075 7668 7
3214 6691 1
8486 3444 2
2186 6342 8
5012 9367 8
2519 4352 6
3032 9011 4
5598 6462 9
6808 3847 8
1620 9648 8
7275 723 6
272 289 9
194 8776 4
2565 962 8
3715 2326 5
3872 4845 9
6308 4229 3
2751 6179 5
3782 2987 5
8341 960 3
8628 4587 8
2935 4859 7
286 1405 5
4729 3971 9
8218 4038 6
1074 7910 3
8282 4218 3
7206 3322 4
6241 3456 4
1827 1797 4
709 6777 3
6666 9712 5
2912 6350 10
639 1079 1
9327 5649 9
342 6723 2
2555 5006 2
5349 2212 4
4322 4805 2
2635 6632 1
8260 3693 8
8473 359 3
9897 9624 3
2726 263 5
5879 9590 4
3069 6285 8
4522 8840 6
194 4189 8
5539 4863 6
4341 3851 10
1291 2111 4
1371 6936 5
1163 3185 1
7305 2264 4
7231 4495 7
6455 3916 2
2402 8439 4
9707 8633 5
5576 524 8
2603 1217 9
6263 8861 3
9968 232 1
4032 7747 7
4073 1404 3
728 8636 8
3326 5091 4
2209 3845 5
9932 9904 8
8196 5480 5
1324 8084 2
4654 699 3
96 667 5
8827 1051 4
7095 5124 9
7627 2205 5
2654 5531 6
7949 4093 3
1684 4025 7
403 8574 9
9647 6250 3
6461 904 4
5783 7353 1
1690 2532 3
5343 9627 9
401 3606 6
4095 2612 10
9232 561 3
4566 8597 10
3452 9001 4
4171 5000 6
9325 1461 1
5179 3597 6
8051 1639 8
1975 6982 7
1024 3736 3
8629 4183 5
8118 3416 8
1700 7982 6
2012 7787 9
4545 8310 1
9681 7635 5
2073 9166 2
8170 3570 1
6799 5545 5
5055 6569 1
3269 1551 5
4095 9669 3
5482 7722 7
1819 6086 6
7157 631 6
3848 6664 4
4704 5089 2
2805 9611 2
8897 6410 8
1971 7817 7
5134 7438 10
6128 1533 2
3242 3368 6
8338 5187 2
7574 8697 3
1471 8897 10
3004 3601 1
56 6406 3
677 1655 3
3196 9978 3
2285 5112 1
2924 7592 5
9585 834 3
320 5525 2
7141 9451 9
946 922 6
7767 279 7
9677 6687 5
7551 3716 2
1836 6913 1
3938 9198 3
3478 2122 8
904 8060 2
5346 4732 9
7680 8226 10
2358 9172 5
2286 3291 4
5814 9320 3
5749 6872 9
3690 8708 2
1610 8998 10
995 2476 5
7972 3381 7
2135 5079 9
1824 2759 5
7315 1470 9
81 3756 10
3126 9570 1
2858 1671 5
6307 1714 5
6668 3324 3
2580 671 9
6966 8643 2
9412 7131 4
2942 8955 5
8347 2622 5
9275 2704 3
9847 5830 4
9739 8689 7
6503 4996 1
4679 8016 8
5501 6948 9
5151 3914 5
4535 3326 6
8998 6269 3
2572 968 5
3969 6595 1
9121 6442 2
196 2533 3
9295 5388 9
3755 67 7
7892 1920 6
9053 7072 2
5209 7959 1
8496 6957 2
738 5881 10
1954 6202 5
5875 1676 10
1978 1872 5
6770 1167 4
2910 1275 3
7066 5519 4
4523 4572 8
5895 6133 7
6945 4629 6
616 1719 9
1607 3674 2
9193 5901 8
9574 7879 2
2489 4649 2
7144 3911 7
1866 7329 6
4861 1853 1
1280 4100 6
9306 1045 6
6993 8013 5
562 9620 9
333 8813 2
8132 4740 1
7803 7229 2
1346 725 3
9812 8943 3
150 3805 8
1412 5085 8
8807 744 5
7184 7737 10
929 4651 10
4699 4984 5
4371 9468 5
8273 3624 6
6825 4970 1
5639 1135 7
1783 1285 2
6132 9049 9
4581 4208 5
4075 1393 3
7934 2322 4
7765 7021 1
2762 7744 1
2498 6018 5
9464 9195 6
3506 1186 1
6492 9322 8
9635 5454 7
4216 36 7
9540 463 10
8954 8398 4
3020 2515 8
2070 5277 2
6940 7776 2
5435 3592 7
8900 7098 4
9852 9943 8
2089 9578 2
3375 3794 10
5221 9687 4
4813 8641 4
6726 1661 9
2013 3731 7
1397 7024 5
6798 8811 7
7747 4063 5
9882 3915 10
1339 6004 9
8250 5731 5
7902 7304 2
1665 8469 6
178 5196 7
1206 3561 1
3864 1310 7
4298 8109 8
4676 5856 3
5801 2090 10
9572 3429 4
2922 8031 7
67 5933 3
3250 7598 5
1427 4128 1
4914 1687 4
8484 5551 5
1782 6202 6
7539 878 4
63 3031 4
6502 2604 3
5297 5526 6
9823 1945 10
4357 1548 10
7361 2975 9
1913 7889 8
6379 2725 1
5803 4507 3
9688 8398 4
2133 8461 7
316 4963 1
8280 260 10
4275 6435 7
2556 7145 5
8436 858 1
4796 2772 2
2843 9151 10
2793 1306 9
5298 7346 8
8681 9479 1
7799 6147 7
3170 4427 9
6771 8702 5
2317 1259 2
5764 6047 10
2186 843 4
6497 38 7
6238 9183 5
487 4481 1
9486 9514 2
6946 7314 9
2074 6836 6
7463 9959 1
9287 2276 2
960 8040 9
7139 226 4
8795 3076 2
9601 9314 5
8066 6153 9
228 5639 3
1870 8938 9
6010 1012 7
4578 8475 6
1848 4114 3
3081 1426 5
4009 8566 4
8484 3713 2
2997 3314 8
6693 1380 2
4871 7961 3
8916 9831 3
274 2193 8
1173 6771 5
5678 4971 2
8812 4404 8
9987 8413 6
7740 3249 9
1273 6246 4
4120 2940 6
3121 7811 7
466 3079 10
6748 9706 6
395 879 7
5222 6557 1
4163 5370 5
4530 1709 1
9816 5801 2
8814 7074 9
7479 1194 9
7525 4316 2
1883 1134 4
2425 7882 10
5160 4630 9
1018 9852 8
8200 4015 8
9787 4897 7
6139 4713 10
5740 9880 4
1588 7359 9
6728 1236 7
6032 3120 1
8415 1897 5
504 7057 7
9824 4427 1
5701 2628 6
3301 2415 6
2609 4906 9
7719 646 9
6254 8587 9
9632 5315 7
30 7699 9
5210 6114 6
977 2970 5
1373 9146 3
7974 1200 3
4941 4501 10
6806 3462 6
9737 7533 2
6195 3788 9
6365 9772 7
7772 9803 6
5002 1365 3
7778 2342 3
3962 3716 10
926 8042 2
6870 9335 3
5229 6142 7
8494 5879 3
8758 8426 1
7608 1144 3
1774 5268 8
9992 270 4
4324 8048 6
7978 8363 4
779 5641 8
4780 2512 4
9634 7741 8
4303 2588 9
6505 7698 5
8847 5306 9
961 3433 7
2879 9777 10
6162 453 10
8139 4783 3
185 5563 7
272 6695 9
6047 2682 2
7964 6985 2
2112 9842 2
4687 8689 9
4757 9650 4
96 8881 3
5705 5043 6
5714 9535 9
439 9720 4
805 9992 2
35 2392 4
3358 356 1
5622 2469 3
5583 3508 4
851 4617 6
2256 1065 8
3438 3122 1
1425 8837 8
4196 5628 8
2529 2785 3
3910 9172 5
4325 2530 1
1725 8152 2
5319 3736 2
3954 939 2
2240 9548 7
9407 9338 10
7969 764 9
6067 4960 9
3884 3841 4
4398 4104 6
952 8429 6
4215 6507 1
6298 1826 9
8242 5781 8
4803 8021 8
8781 3780 7
5882 1749 3
8172 7816 5
6090 8053 6
6793 2451 10
3020 9756 2
5426 323 9
8688 6621 5
5686 4863 8
9975 6018 1
3813 1152 1
3341 7034 3
3633 5207 1
5237 1297 4
7034 4443 8
2936 7463 6
7267 9241 9
8105 7929 10
7121 9967 6
1919 9943 6
1089 108 8
392 9801 3
1444 9786 2
6664 1375 1
6290 8409 4
4719 1345 10
2904 8612 1
1412 3069 3
2893 191 10
5590 2110 5
4306 9551 5
4173 6295 6
7427 7739 2
2240 756 7
8351 3398 9
5256 8117 6
9625 7373 1
3236 5137 10
1128 4382 1
5339 9973 3
9494 631 7
6460 1156 2
6876 4936 2
3429 7176 10
1358 5527 8
7696 784 7
1731 409 10
731 9997 9
9153 1125 1
1413 6465 6
8488 2311 7
5114 8771 4
8035 1999 10
5048 5429 8
2817 3139 6
336 835 2
2324 8918 3
5333 6002 1
6183 5155 8
5064 2920 5
269 7760 6
2458 2874 10
9451 910 9
7732 2310 10
9541 5128 9
6878 1816 6
4999 4141 5
6234 5826 9
1114 2010 6
9823 3426 6
4998 3695 7
2483 6153 3
5092 1956 5
6053 6040 6
2442 5582 6
1971 2460 2
8686 3812 5
672 46 2
8660 7512 4
8155 7335 10
6923 2333 7
3451 1169 1
2853 2613 9
9518 8666 2
8493 1109 4
8948 3080 6
7571 8118 10
336 8791 6
5279 3803 10
2232 1959 8
2611 5234 1
3037 8685 2
5969 1538 6
7210 1056 4
4491 5901 3
3706 1201 5
5381 8773 4
7221 5461 7
5458 740 10
7560 2972 1
6997 1935 5
5119 1324 10
4411 3646 1
2668 856 9
9591 1699 1
7624 5405 2
5088 7138 5
7023 711 6
7749 2522 8
8631 82 2
1471 7079 9
5898 2198 4
